분석단위ID,detail_file
B10_7031163_초등학교,details/detail_part_000.parquet
B10_7031164_초등학교,details/detail_part_000.parquet
B10_7031165_초등학교,details/detail_part_000.parquet
B10_7031166_초등학교,details/detail_part_000.parquet
B10_7031167_초등학교,details/detail_part_000.parquet
B10_7031168_초등학교,details/detail_part_000.parquet
B10_7031169_초등학교,details/detail_part_000.parquet
B10_7031170_초등학교,details/detail_part_000.parquet
B10_7031172_초등학교,details/detail_part_000.parquet
B10_7031174_초등학교,details/detail_part_000.parquet
B10_7031175_초등학교,details/detail_part_000.parquet
B10_7031176_초등학교,details/detail_part_000.parquet
B10_7031177_초등학교,details/detail_part_000.parquet
B10_7031179_중학교,details/detail_part_000.parquet
B10_7031180_중학교,details/detail_part_000.parquet
B10_7031181_중학교,details/detail_part_000.parquet
B10_7031182_중학교,details/detail_part_000.parquet
B10_7031183_중학교,details/detail_part_000.parquet
B10_7031184_중학교,details/detail_part_000.parquet
B10_7031185_중학교,details/detail_part_000.parquet
B10_7031186_중학교,details/detail_part_000.parquet
B10_7031187_중학교,details/detail_part_000.parquet
B10_7031188_중학교,details/detail_part_000.parquet
B10_7031189_중학교,details/detail_part_000.parquet
B10_7031190_중학교,details/detail_part_000.parquet
B10_7031191_중학교,details/detail_part_000.parquet
B10_7031192_중학교,details/detail_part_000.parquet
B10_7031193_중학교,details/detail_part_000.parquet
B10_7031194_중학교,details/detail_part_000.parquet
B10_7031195_중학교,details/detail_part_000.parquet
B10_7031196_중학교,details/detail_part_000.parquet
B10_7031197_중학교,details/detail_part_000.parquet
B10_7031198_중학교,details/detail_part_000.parquet
B10_7031199_중학교,details/detail_part_000.parquet
B10_7031200_중학교,details/detail_part_000.parquet
B10_7031201_중학교,details/detail_part_000.parquet
B10_7031202_중학교,details/detail_part_000.parquet
B10_7031203_중학교,details/detail_part_000.parquet
B10_7031204_중학교,details/detail_part_000.parquet
B10_7031205_중학교,details/detail_part_000.parquet
B10_7031206_중학교,details/detail_part_000.parquet
B10_7031207_중학교,details/detail_part_000.parquet
B10_7031208_중학교,details/detail_part_000.parquet
B10_7031209_중학교,details/detail_part_000.parquet
B10_7031210_중학교,details/detail_part_000.parquet
B10_7031211_중학교,details/detail_part_000.parquet
B10_7031212_중학교,details/detail_part_000.parquet
B10_7031213_중학교,details/detail_part_000.parquet
B10_7031214_중학교,details/detail_part_000.parquet
B10_7031215_중학교,details/detail_part_000.parquet
B10_7031216_중학교,details/detail_part_000.parquet
B10_7031217_중학교,details/detail_part_000.parquet
B10_7031218_중학교,details/detail_part_000.parquet
B10_7031219_중학교,details/detail_part_000.parquet
B10_7031220_중학교,details/detail_part_000.parquet
B10_7031221_중학교,details/detail_part_000.parquet
B10_7031222_중학교,details/detail_part_000.parquet
B10_7031223_중학교,details/detail_part_000.parquet
B10_7031230_초등학교,details/detail_part_000.parquet
B10_7031231_초등학교,details/detail_part_000.parquet
B10_7031232_초등학교,details/detail_part_000.parquet
B10_7031261_중학교,details/detail_part_000.parquet
B10_7031272_중학교,details/detail_part_000.parquet
B10_7031278_초등학교,details/detail_part_000.parquet
B10_7031285_초등학교,details/detail_part_000.parquet
B10_7041099_초등학교,details/detail_part_000.parquet
B10_7041100_초등학교,details/detail_part_000.parquet
B10_7041101_초등학교,details/detail_part_000.parquet
B10_7041102_초등학교,details/detail_part_000.parquet
B10_7041103_초등학교,details/detail_part_000.parquet
B10_7041104_초등학교,details/detail_part_000.parquet
B10_7041105_초등학교,details/detail_part_000.parquet
B10_7041106_초등학교,details/detail_part_000.parquet
B10_7041107_초등학교,details/detail_part_000.parquet
B10_7041108_초등학교,details/detail_part_000.parquet
B10_7041109_초등학교,details/detail_part_000.parquet
B10_7041110_초등학교,details/detail_part_000.parquet
B10_7041111_초등학교,details/detail_part_000.parquet
B10_7041112_초등학교,details/detail_part_000.parquet
B10_7041113_초등학교,details/detail_part_000.parquet
B10_7041114_초등학교,details/detail_part_000.parquet
B10_7041115_초등학교,details/detail_part_000.parquet
B10_7041116_초등학교,details/detail_part_000.parquet
B10_7041117_초등학교,details/detail_part_000.parquet
B10_7041118_초등학교,details/detail_part_000.parquet
B10_7041119_초등학교,details/detail_part_000.parquet
B10_7041120_초등학교,details/detail_part_000.parquet
B10_7041121_초등학교,details/detail_part_000.parquet
B10_7041122_초등학교,details/detail_part_000.parquet
B10_7041123_초등학교,details/detail_part_000.parquet
B10_7041124_초등학교,details/detail_part_000.parquet
B10_7041125_초등학교,details/detail_part_000.parquet
B10_7041126_초등학교,details/detail_part_000.parquet
B10_7041127_초등학교,details/detail_part_000.parquet
B10_7041128_초등학교,details/detail_part_000.parquet
B10_7041129_초등학교,details/detail_part_000.parquet
B10_7041130_초등학교,details/detail_part_000.parquet
B10_7041131_초등학교,details/detail_part_000.parquet
B10_7041132_초등학교,details/detail_part_000.parquet
B10_7041133_초등학교,details/detail_part_000.parquet
B10_7041134_초등학교,details/detail_part_000.parquet
B10_7041135_초등학교,details/detail_part_000.parquet
B10_7041136_초등학교,details/detail_part_000.parquet
B10_7041137_초등학교,details/detail_part_000.parquet
B10_7041138_초등학교,details/detail_part_000.parquet
B10_7041139_초등학교,details/detail_part_000.parquet
B10_7041140_초등학교,details/detail_part_000.parquet
B10_7041141_초등학교,details/detail_part_000.parquet
B10_7041142_초등학교,details/detail_part_000.parquet
B10_7041143_초등학교,details/detail_part_000.parquet
B10_7041144_초등학교,details/detail_part_000.parquet
B10_7041145_초등학교,details/detail_part_000.parquet
B10_7041146_초등학교,details/detail_part_000.parquet
B10_7041147_초등학교,details/detail_part_000.parquet
B10_7041148_초등학교,details/detail_part_000.parquet
B10_7041149_초등학교,details/detail_part_000.parquet
B10_7041150_초등학교,details/detail_part_000.parquet
B10_7041151_초등학교,details/detail_part_000.parquet
B10_7041152_초등학교,details/detail_part_000.parquet
B10_7041153_초등학교,details/detail_part_000.parquet
B10_7041154_초등학교,details/detail_part_000.parquet
B10_7041155_초등학교,details/detail_part_000.parquet
B10_7041156_초등학교,details/detail_part_000.parquet
B10_7041157_초등학교,details/detail_part_000.parquet
B10_7041158_초등학교,details/detail_part_001.parquet
B10_7041159_초등학교,details/detail_part_001.parquet
B10_7041160_초등학교,details/detail_part_001.parquet
B10_7041161_초등학교,details/detail_part_001.parquet
B10_7041164_중학교,details/detail_part_001.parquet
B10_7041165_중학교,details/detail_part_001.parquet
B10_7041166_중학교,details/detail_part_001.parquet
B10_7041167_중학교,details/detail_part_001.parquet
B10_7041168_중학교,details/detail_part_001.parquet
B10_7041169_중학교,details/detail_part_001.parquet
B10_7041170_중학교,details/detail_part_001.parquet
B10_7041171_중학교,details/detail_part_001.parquet
B10_7041172_중학교,details/detail_part_001.parquet
B10_7041173_중학교,details/detail_part_001.parquet
B10_7041174_중학교,details/detail_part_001.parquet
B10_7041175_중학교,details/detail_part_001.parquet
B10_7041176_중학교,details/detail_part_001.parquet
B10_7041177_중학교,details/detail_part_001.parquet
B10_7041178_중학교,details/detail_part_001.parquet
B10_7041179_중학교,details/detail_part_001.parquet
B10_7041180_중학교,details/detail_part_001.parquet
B10_7041181_중학교,details/detail_part_001.parquet
B10_7041182_중학교,details/detail_part_001.parquet
B10_7041183_중학교,details/detail_part_001.parquet
B10_7041184_중학교,details/detail_part_001.parquet
B10_7041185_중학교,details/detail_part_001.parquet
B10_7041186_중학교,details/detail_part_001.parquet
B10_7041187_중학교,details/detail_part_001.parquet
B10_7041188_중학교,details/detail_part_001.parquet
B10_7041189_중학교,details/detail_part_001.parquet
B10_7041190_중학교,details/detail_part_001.parquet
B10_7041191_중학교,details/detail_part_001.parquet
B10_7041192_중학교,details/detail_part_001.parquet
B10_7041193_중학교,details/detail_part_001.parquet
B10_7041194_중학교,details/detail_part_001.parquet
B10_7041195_중학교,details/detail_part_001.parquet
B10_7041209_초등학교,details/detail_part_001.parquet
B10_7041214_초등학교,details/detail_part_001.parquet
B10_7041238_중학교,details/detail_part_001.parquet
B10_7041260_초등학교,details/detail_part_001.parquet
B10_7041262_중학교,details/detail_part_001.parquet
B10_7041263_중학교,details/detail_part_001.parquet
B10_7041266_초등학교,details/detail_part_001.parquet
B10_7041267_초등학교,details/detail_part_001.parquet
B10_7041274_중학교,details/detail_part_001.parquet
B10_7041275_고등학교,details/detail_part_001.parquet
B10_7051109_초등학교,details/detail_part_001.parquet
B10_7051110_초등학교,details/detail_part_001.parquet
B10_7051111_초등학교,details/detail_part_001.parquet
B10_7051112_초등학교,details/detail_part_001.parquet
B10_7051113_초등학교,details/detail_part_001.parquet
B10_7051114_초등학교,details/detail_part_001.parquet
B10_7051115_초등학교,details/detail_part_001.parquet
B10_7051116_초등학교,details/detail_part_001.parquet
B10_7051117_초등학교,details/detail_part_001.parquet
B10_7051118_초등학교,details/detail_part_001.parquet
B10_7051119_초등학교,details/detail_part_001.parquet
B10_7051120_초등학교,details/detail_part_001.parquet
B10_7051121_초등학교,details/detail_part_001.parquet
B10_7051122_초등학교,details/detail_part_001.parquet
B10_7051123_초등학교,details/detail_part_001.parquet
B10_7051124_초등학교,details/detail_part_001.parquet
B10_7051125_초등학교,details/detail_part_001.parquet
B10_7051126_초등학교,details/detail_part_001.parquet
B10_7051127_초등학교,details/detail_part_001.parquet
B10_7051128_초등학교,details/detail_part_001.parquet
B10_7051129_초등학교,details/detail_part_001.parquet
B10_7051130_초등학교,details/detail_part_001.parquet
B10_7051131_초등학교,details/detail_part_001.parquet
B10_7051132_초등학교,details/detail_part_001.parquet
B10_7051133_초등학교,details/detail_part_001.parquet
B10_7051134_초등학교,details/detail_part_001.parquet
B10_7051135_초등학교,details/detail_part_001.parquet
B10_7051136_초등학교,details/detail_part_001.parquet
B10_7051137_초등학교,details/detail_part_001.parquet
B10_7051138_초등학교,details/detail_part_001.parquet
B10_7051139_초등학교,details/detail_part_001.parquet
B10_7051140_초등학교,details/detail_part_001.parquet
B10_7051141_초등학교,details/detail_part_001.parquet
B10_7051142_초등학교,details/detail_part_001.parquet
B10_7051143_초등학교,details/detail_part_001.parquet
B10_7051144_초등학교,details/detail_part_001.parquet
B10_7051145_초등학교,details/detail_part_001.parquet
B10_7051146_초등학교,details/detail_part_001.parquet
B10_7051147_초등학교,details/detail_part_001.parquet
B10_7051148_초등학교,details/detail_part_001.parquet
B10_7051149_초등학교,details/detail_part_001.parquet
B10_7051150_초등학교,details/detail_part_001.parquet
B10_7051151_초등학교,details/detail_part_001.parquet
B10_7051152_초등학교,details/detail_part_001.parquet
B10_7051153_초등학교,details/detail_part_001.parquet
B10_7051154_초등학교,details/detail_part_001.parquet
B10_7051155_초등학교,details/detail_part_001.parquet
B10_7051156_초등학교,details/detail_part_001.parquet
B10_7051157_초등학교,details/detail_part_001.parquet
B10_7051158_초등학교,details/detail_part_001.parquet
B10_7051159_초등학교,details/detail_part_001.parquet
B10_7051160_초등학교,details/detail_part_001.parquet
B10_7051161_초등학교,details/detail_part_001.parquet
